id	name	rarity	description	requirements	effects	end
2886	Your agent has been attacked!	0	Your agent has been attacked!	rare 10|commander 1|code 229	assassin 1576	
2887	Your dominion is not strong en	0	Your dominion is not strong enough to counter the heretic influences through prayer and sermons!	preach 100|unique 1|maxdominion 4|code 232|code 231	incdom -3	
2888	At the night of the dark moon,	0	At the night of the dark moon, the villagers congregated at the basalt statue, engaging in guttural prayer and hideous chanting. As the rite progressed, they were joined by deformed men crawling from the sea, led by a robed creature with tentacles sprouting from its face. The creature beckoned your servant, who eagerly joined the chanting. Afterwards a proposal was made: Leave the village to its own affairs and let the creature claim some souls now and then from the coastal settlements. In return he will bind an entity from the void to serve.	targorder 100|targpath1 55|targpath4 0|code 231	code 232|order 44|gainaff 549755813888	
2889	You have accepted the offer.	0	You have accepted the offer.	targorder 102|unique 1|code 232	code 234|nation -2|1unit 751|incdom -7	
2890	People have disappeared from t	0	People have disappeared from the coastal villages or while traveling the roads between them. Strange creatures are rumored to haunt the area. Some have gone mad after seeing them.	unique 1|code 234	code 0|incdom -2|unrest 15|kill 1	
2891	You have accepted the offer.	0	You have accepted the offer.	targorder 102|unique 1|code 232	code 234|nation -2|1unit 753|incdom -7|order 0	
2892	You have accepted the offer.	0	You have accepted the offer.	targorder 102|unique 1|code 232	code 234|nation -2|1unit 754|incdom -7|order 0	
2893	When refused, the starspawn br	0	When refused, the starspawn broke the peace of parlay and attacked! Now, the only option is to use force to stop the unwholesome activities in the village. [Eye of the Void]	targorder 103|unique 1|code 232	assassin 332|addequip 1|addequip 9|code 235|order 32|0x6E00 2	
2894	From the secluded village emer	0	From the secluded village emerges monstrosities lured from the void by the emanations of blasphemous worship. In their wake comes a horde of half-breeds and madmen wreaking havoc on the unsuspecting populace.	unique 1|code 235	code 0|com 332|addequip 1|3d6units 757|com 751|1d6units 967|1d6units 968|com 967|gainaff 549755813888|2d6units 969|2d6units 1565|2d6units 962	
2895	Your men have gained informati	0	Your men have gained information on the whereabouts of the native resistance leaders. A thorough search by a large force of armed men may finally bring these criminals to justice.	code 102|targorder 3|mintroops 15|rare 20	code 103	
2896	The local rebellion has reache	0	The local rebellion has reached its climax. Riots are erupting everywhere! The few loyal men in the defence have been slaughtered by angry kinsmen and an all-out attack has been coordinated by the leaders of the resistance!	code 102|minunrest 30|poptype 20	defence -20|4com 141|10d6units 140|10d6units 139|code 0	
2897	This spring, a wonderful Undin	-1	This spring, a wonderful Undine was seen dancing in the waves, spreading joy and laughter in the land.	season 0|land 0	unrest -50|decscale3 Death|decscale2 Misfortune	
2898	Magical runes on the Throne of	0	Magical runes on the Throne of Elements have been deciphered. There seems to be some kind of wards shielding the throne. Your advisers suggest further studies may be wise before claiming it. [The Throne of Elements]	0x4600 1|land 1|unique 1|site 1|0x3F00 1|code 0	code 236|order 1|0x6B00 1	
2899	Ancient lore concerning the cr	0	Ancient lore concerning the creation of the Throne has been found among the learned of this land. The Throne was created by four arch-mages and imbued by the emanations of the Pantokrator. On their path to ascendancy, each of the four  mages founded an order whose purpose was to protect the throne, so that one unworthy would not sit upon it. The runes on the throne are wardings of obscure purpose. There is one ward for each of the four elements.	targorder 100|unique 1|code 236	code 237	
2900	You ignore the warding runes a	0	You ignore the warding runes and sit upon the Throne of Elements! A weak trembling is all that is felt from its surface. Probably, the ancient magics have faltered in the presence of your powerful aura. [The Throne of Elements]	claimedthrone 1|code 239|code 240|code 241|code 242|code 236|code 237	code 244	
2901	With barely a thought you util	0	With barely a thought you utilize the power of astral magic to unravel the elegant but insufficient wards that surround the Throne. [The Throne of Elements]	claimedthrone 1|targpath4 1|targpath3 4|rare 33|code 237	code 0	
2902	The runes of the Throne have b	0	The runes of the Throne have been disturbed by the investigations, but there is no sign of any overt effects...	targorder 100|code 239	code 238	
2903	It seems the wards can be disp	0	It seems the wards can be dispelled by someone well versed in the corresponding element. According to ancient texts it must be done in a certain order, 'like the passing of the seasons'. There are also hints in local lore that the guardians of the throne will only appear during springtime.	targorder 100|targpath1 53|unique 1|code 244|code 237	code 239|order 256	
2904	A master of air magic has unra	0	A master of air magic has unraveled the first rune of warding on the throne! Some of the gems that were locked into the spell have been retrieved.	targorder 108|targpath2 1|code 239	code 240|1d6vis A	
2905	Spring has come, and yet the m	0	Spring has come, and yet the magic wards on the throne have not been broken. This bodes ill!	season 0|unique 1|code 242|code 241|code 238|code 240	code 244|order 0	
2906	A master of fire magic has unr	0	A master of fire magic has unraveled the second rune of warding on the throne! Some of the gems that were locked into the spell have been retrieved.	targorder 108|targpath2 0|code 240	code 241|1d6vis F	
2907	A master of earth magic has un	0	A master of earth magic has unraveled the third rune of warding on the throne! Some of the gems that were locked into the spell have been retrieved.	targorder 108|targpath2 3|code 241	code 242|1d6vis E	
2908	A master of water magic has un	0	A master of water magic has unraveled the last rune of warding on the throne! Some of the gems that were locked into the spell have been retrieved.	targorder 108|targpath2 2|code 242	code 243|1d6vis W	
2909	Four robed men have appeared i	0	Four robed men have appeared in the province. They are masters of their respective orders, sworn to protect the Throne of Elements. You have proven worthy, and they will now serve your will.	code 243	code 0|nation -2|com 93|pathboost 1|com 99|pathboost 0|com 312|pathboost 3|pathboost 3|com 309|pathboost 2	
2910	A violent thunderstorm has str	0	A violent thunderstorm has struck! From the roiling sky a host of magical beings sweep down towards the Throne. They are led by a robed man. [Winged Helmet]	rare 90|season 0|unique 1|code 244	kill 2|taxboost -100|com 93|pathboost 1|pathboost 1|addequip 1|addequip 9|4com 92|pathboost 1|addequip 1|2d6units 520|4d6units 513|0x7C00 567|0x7C00 568|0x7C00 569|2d6units 513	
2911	Fire ravages the countryside. 	0	Fire ravages the countryside. From the flames comes a host of magical beings, led by a man of power![Red Dragon Scale Mail]	season 1|unique 1|story 1|code 244	kill 1|unrest 10|taxboost -50|decscale2 Cold|com 99|pathboost 0|pathboost 0|addequip 1|addequip 9|4com 98|pathboost 0|addequip 1|2d6units 515|0x7C00 814|0x7C00 594|0x7C00 595|0x7C00 596|0x7C00 523|1d6units 527	
2912	An earthquake has struck! In i	0	An earthquake has struck! In its wake comes monsters and spirits, led by a wizard! They march towards the Throne. [Blacksteel Plate]	season 2|unique 1|story 1|code 244	kill 1|taxboost -100|com 312|pathboost 3|pathboost 3|pathboost 3|addequip 1|1d6units 512|1d6units 522|0x7C00 493|0x7C00 494|1d6units 495|1d6units 2526|2com 561|com 447|addequip 9|com 447|addequip 9	
2913	Temperature has dropped dramat	0	Temperature has dropped dramatically during a snow storm. In its wake comes a Frost Mage and his host of magical beings, making an attempt to wrest the Throne of Elements from your grasp! [Ice Pebble Staff]	season 3|unique 1|story 1|code 244	code 245|kill 1|incscale3 Cold|com 309|pathboost 2|pathboost 2|addequip 1|4com 309|pathboost 2|addequip 1|0x7C00 579|5d6units 511|0x7C00 831|0x7C00 832|0x7C00 833|2com 2231|addequip 9	
2914	The guardians of the Throne ha	0	The guardians of the Throne have been defeated!	unique 1|code 245	code 0	
2915	Prepare Necromancer event. HID	0	Prepare Necromancer event. HIDDEN. [The Throne of Death]	claimedthrone 1|freesites 1|land 1|site 1|0x4600 1|unique 1|code 0	code 246|notext 1	
2916	A helpful necromancer has appe	0	A helpful necromancer has appeared, confessing that you are the true Lord of the Afterlife and that none other should sit upon the Throne of Death! He claims to have secret knowledge of its workings and that if brought to the Throne, he will invoke its power in your name.	rare 5|land 1|turn 15|code 246|targpath4 1|targpath2 5|unique 1|dominion 4|death 2	nation -2|com 310|gainaff 549755813888|gainaff 262144	
2917	The Necromancer has been broug	0	The Necromancer has been brought to the Throne of Death! A lab will be needed if he is to work his sorcery.	mnr 310|0xE500 0|0xE500 0|code 246	code 247	
2918	The Necromancer has studied th	0	The Necromancer has studied the inscriptions and fittings on the Throne, attuning himself to its magic...	lab 1|mnr 310|0xE500 0|unique 1|code 247	code 248|pathboost 5	
2919	The Necromancer has invoked th	0	The Necromancer has invoked the power of the Throne!	lab 1|mnr 310|0xE500 0|unique 1|code 248	code 249|gainaff 2	
2920	A mortal has invoked the power	13	A mortal has invoked the power of the Throne of Death! This is clearly a violation of the Celestial Laws.	unique 1|code 249	worlddarkness 1|worldincscale Death	
2921	Utilizing the magic of the Thr	0	Utilizing the magic of the Throne, The Necromancer has summoned the dead to fight for your cause!	rare 10|mnr 310|0xE500 0|0xE500 0|code 249	nation -2|2d6units -2	
2922	Utilizing the magic of the Thr	0	Utilizing the magic of the Throne, The Necromancer has summoned the dead to fight for your cause!	rare 10|mnr 310|0xE500 0|0xE500 0|code 249	nation -2|3d6units -15	
2923	Utilizing the magic of the Thr	0	Utilizing the magic of the Throne, The Necromancer has summoned the dead to fight for your cause!	rare 10|mnr 310|0xE500 0|0xE500 0|code 249	nation -2|com 190	
2924	The Necromancer has bound the 	0	The Necromancer has bound the spirits of the land in a pact. They will now rise to defend the Throne of Death! [Spirit Pact]	rare 33|mnr 310|0xE500 0|unique 1|code 249	newsite -1|0x7000 4	
